when_human=>2016-06-14T23:15|||desc=>../RESULT/10/2016-06-10/mail/3/total.gz|||name_time_human=>2016-06-10|||name_sec=>1465506000|||file_modify_sec=>1465613375|||file_modify_human=>2016-06-11 05:49|||how_long_hours=>29
when_human=>2016-06-15T23:15|||desc=>../RESULT/10/2016-06-11/mail/3/total.gz|||name_time_human=>2016-06-11|||name_sec=>1465592400|||file_modify_sec=>1465698983|||file_modify_human=>2016-06-12 05:36|||how_long_hours=>29
when_human=>2016-06-16T23:15|||desc=>../RESULT/10/2016-06-12/mail/3/total.gz|||name_time_human=>2016-06-12|||name_sec=>1465678800|||file_modify_sec=>1465785353|||file_modify_human=>2016-06-13 05:35|||how_long_hours=>29
when_human=>2016-06-17T23:15|||desc=>../RESULT/10/2016-06-13/mail/3/total.gz|||name_time_human=>2016-06-13|||name_sec=>1465765200|||file_modify_sec=>1465871945|||file_modify_human=>2016-06-14 05:39|||how_long_hours=>29
when_human=>2016-06-18T23:15|||desc=>../RESULT/10/2016-06-14/mail/3/total.gz|||name_time_human=>2016-06-14|||name_sec=>1465851600|||file_modify_sec=>1465959178|||file_modify_human=>2016-06-15 05:52|||how_long_hours=>29
when_human=>2016-06-18T23:57|||desc=>../RESULT/10/2016-06-14/google/3/url_cat_diff.gz|||name_time_human=>2016-06-14|||name_sec=>1465851600|||file_modify_sec=>1466043474|||file_modify_human=>2016-06-16 05:17|||how_long_hours=>53
when_human=>2016-06-14T22:41|||desc=>../RESULT/10/2016-06-06/net/0/sz_vars_conv.sent|||time=>2016-06-14 22:41|||exists=>(-)|||job=>[[ -n "../RESULT/10/2016-06-06/net/0/sz_vars_conv.gz" ]] && nice zcat "../RESULT/10/2016-06-06/net/0/sz_vars_conv.gz" | ./set_sz_vars_for_bidder.pl***desc=>../RESULT/10/2016-06-06/net/0/sz_vars_conv.gz|||time=>2016-06-14 22:41|||exists=>(-)|||job=>nice zcat "../RESULT/10/2016-06-06/net/0/sz_vars_30days.gz" | ./53_sz_vars_conv -conf=53_sz_vars_decl.conf***desc=>../RESULT/10/2016-06-06/net/0/sz_vars_30days.gz|||time=>2016-06-14 22:41|||exists=>(-)|||job=>nice ./51_SZVARS_30DAYS "net" "2016-06-06"***desc=>../RESULT/10/2016-06-06/net/0/sz_traits_30days.gz|||time=>2016-06-14 22:41|||exists=>(-)|||job=>nice ./33_SZ_TRAITS_30DAYS "net" "2016-06-06" "" ***desc=>../RESULT/traits_copy/2016-06-06/predict_gr_v2.gz|||time=>2016-06-14 22:41|||exists=>(-)|||job=>perl-code
when_human=>2016-06-14T22:44|||desc=>../RESULT/10/2016-06-06/net/0/urlvars_diff.gz|||name_time_human=>2016-06-06|||name_sec=>1465160400|||file_modify_sec=>1465437298|||file_modify_human=>2016-06-09 04:54|||how_long_hours=>76
when_human=>2016-06-14T21:54|||desc=>../RESULT/10/2016-06-06/net/0/urlvars_diff.sent|||name_time_human=>2016-06-06|||name_sec=>1465160400|||file_modify_sec=>1465438026|||file_modify_human=>2016-06-09 05:07|||how_long_hours=>77
when_human=>2016-06-14T21:57|||desc=>../RESULT/10/2016-06-06/google/3/sz_vars_conv.sent|||time=>2016-06-14 21:57|||exists=>(-)|||job=>[[ -n "../RESULT/10/2016-06-06/google/3/sz_vars_conv.gz" ]] && nice zcat "../RESULT/10/2016-06-06/google/3/sz_vars_conv.gz" | ./set_sz_vars_for_bidder.pl***desc=>../RESULT/10/2016-06-06/google/3/sz_vars_conv.gz|||time=>2016-06-14 21:57|||exists=>(-)|||job=>nice zcat "../RESULT/10/2016-06-06/google/3/sz_vars_30days.gz" | ./53_sz_vars_conv -conf=53_sz_vars_decl.conf***desc=>../RESULT/10/2016-06-06/google/3/sz_vars_30days.gz|||time=>2016-06-14 21:57|||exists=>(-)|||job=>nice ./51_SZVARS_30DAYS "google" "2016-06-06"***desc=>../RESULT/10/2016-05-19/google/1/total.gz|||time=>2016-06-14 21:57|||exists=>(-)|||job=>nice ./12_MERGE "google" "1" "2016-05-19" "" ***desc=>../RESULT/10/2016-05-19/google/1/2016-05-19T07.gz|||time=>2016-06-14 21:57|||exists=>(-)|||job=>./10_HOURS_BY_HOURS "google" "1" "2016-05-19" "" ***desc=>../RESULT/10/2016-05-19/google/1/2016-05-19T05.gz|||time=>2016-06-14 21:57|||exists=>(-)|||job=>./10_HOURS_BY_HOURS "google" "1" "2016-05-19" "" ***desc=>../RESULT/10/2016-05-19/google/1/2016-05-19T06.gz|||time=>2016-06-14 21:57|||exists=>(-)|||job=>./10_HOURS_BY_HOURS "google" "1" "2016-05-19" "" ***desc=>../RESULT/10/2016-05-19/google/0/total.gz|||time=>2016-06-14 21:57|||exists=>(-)|||job=>nice ./12_MERGE "google" "0" "2016-05-19" "" ***desc=>../RESULT/10/2016-05-19/google/0/2016-05-19T05.gz|||time=>2016-06-14 21:57|||exists=>(-)|||job=>./10_HOURS_BY_HOURS "google" "0" "2016-05-19" "" ***desc=>../RESULT/traits_copy/2016-06-06/predict_gr_v2.gz|||time=>2016-06-14 21:57|||exists=>(-)|||job=>perl-code***desc=>../RESULT/10/2016-05-19/google/0/2016-05-19T07.gz|||time=>2016-06-14 21:57|||exists=>(-)|||job=>./10_HOURS_BY_HOURS "google" "0" "2016-05-19" "" ***desc=>../RESULT/10/2016-05-19/google/0/2016-05-19T06.gz|||time=>2016-06-14 21:57|||exists=>(-)|||job=>./10_HOURS_BY_HOURS "google" "0" "2016-05-19" "" ***desc=>../RESULT/10/2016-06-06/google/3/sz_traits_30days.gz|||time=>2016-06-14 21:57|||exists=>(-)|||job=>nice ./33_SZ_TRAITS_30DAYS "google" "2016-06-06" "" 
when_human=>2016-06-16T01:47|||desc=>../RESULT/10/2016-06-06/google/3/urlvars_diff.gz|||time=>2016-06-16 01:47|||exists=>(-)|||job=>LANG=POSIX sort -S333M --compress-program=gzip -t\* -m <(zcat "../RESULT/10/2016-05-30/google/3/url_vars_30days.gz" |perl -lne'print $_."*P"')  <(zcat "../RESULT/10/2016-06-06/google/3/url_vars_30days.gz" | perl -lne'print $_."*C"') -k1,1 -k2,2 |./52_urlvars_diff "google"***desc=>../RESULT/10/2016-06-06/google/3/url_vars_30days.gz|||time=>2016-06-16 01:47|||exists=>(-)|||job=>nice ./52_urlvars_30days_google "../RESULT/10/2016-05-08/google/3/url_total.gz ../RESULT/10/2016-05-09/google/3/url_total.gz ../RESULT/10/2016-05-10/google/3/url_total.gz ../RESULT/10/2016-05-11/google/3/url_total.gz ../RESULT/10/2016-05-12/google/3/url_total.gz ../RESULT/10/2016-05-13/google/3/url_total.gz ../RESULT/10/2016-05-14/google/3/url_total.gz ../RESULT/10/2016-05-15/google/3/url_total.gz ../RESULT/10/2016-05-16/google/3/url_total.gz ../RESULT/10/2016-05-17/google/3/url_total.gz ../RESULT/10/2016-05-18/google/3/url_total.gz ../RESULT/10/2016-05-19/google/3/url_total.gz ../RESULT/10/2016-05-20/google/3/url_total.gz ../RESULT/10/2016-05-21/google/3/url_total.gz ../RESULT/10/2016-05-22/google/3/url_total.gz ../RESULT/10/2016-05-23/google/3/url_total.gz ../RESULT/10/2016-05-24/google/3/url_total.gz ../RESULT/10/2016-05-25/google/3/url_total.gz ../RESULT/10/2016-05-26/google/3/url_total.gz ../RESULT/10/2016-05-27/google/3/url_total.gz ../RESULT/10/2016-05-28/google/3/url_total.gz ../RESULT/10/2016-05-29/google/3/url_total.gz ../RESULT/10/2016-05-30/google/3/url_total.gz ../RESULT/10/2016-05-31/google/3/url_total.gz ../RESULT/10/2016-06-01/google/3/url_total.gz ../RESULT/10/2016-06-02/google/3/url_total.gz ../RESULT/10/2016-06-03/google/3/url_total.gz ../RESULT/10/2016-06-04/google/3/url_total.gz ../RESULT/10/2016-06-05/google/3/url_total.gz ../RESULT/10/2016-06-06/google/3/url_total.gz" "../RESULT/10/2016-06-06/google/3/url_traits_30days.gz" "../RESULT/10/2016-06-06/google/3/dom_traits_30days.gz"***desc=>../RESULT/10/2016-06-06/google/3/dom_traits_30days.gz|||time=>2016-06-16 01:47|||exists=>(-)|||job=>exit***desc=>../RESULT/10/2016-06-06/google/3/url_traits_30days.gz|||time=>2016-06-16 01:47|||exists=>(-)|||job=>nice ./34_url_traits "2016-06-06" "google" "3" "../RESULT/10/2016-06-06/google/3/uidurl30days.gz" "../RESULT/traits_copy/2016-06-06/predicted_add.gz" "../RESULT/traits_copy/2016-06-06/filtered_traits.txt.gz" "../RESULT/10/2016-06-06/google/3/url_traits_30days.gz" 
when_human=>2016-06-19T23:15|||desc=>../RESULT/10/2016-06-15/mail/3/total.gz|||name_time_human=>2016-06-15|||name_sec=>1465938000|||file_modify_sec=>1466045466|||file_modify_human=>2016-06-16 05:51|||how_long_hours=>29
when_human=>2016-06-20T23:15|||desc=>../RESULT/10/2016-06-16/mail/3/total.gz|||name_time_human=>2016-06-16|||name_sec=>1466024400|||file_modify_sec=>1466131868|||file_modify_human=>2016-06-17 05:51|||how_long_hours=>29
when_human=>2016-06-19T23:55|||desc=>../RESULT/10/2016-06-15/net/0/url_cat_diff.gz|||name_time_human=>2016-06-15|||name_sec=>1465938000|||file_modify_sec=>1466062751|||file_modify_human=>2016-06-16 10:39|||how_long_hours=>34
