# Record_dt	File	Modify-time	How-long(hours)	Dependency

# Type: sz_vars_conv.sent:
2016-07-21T23:07	../RESULT/10/2016-07-17/ssp/3/toolbar_trait.sent-v	2016-07-18 06:46	30 hours (1 days)	-
2016-07-23T00:00	../RESULT/10/2016-07-18/ssp/3/toolbar_trait.sent-v	2016-07-19 06:55	30 hours (1 days)	-
2016-07-23T23:58	../RESULT/10/2016-07-19/ssp/3/toolbar_trait.sent-v	2016-07-20 07:16	31 hours (1 days)	-
2016-07-24T23:59	../RESULT/10/2016-07-20/ssp/3/toolbar_trait.sent-v	2016-07-21 05:55	29 hours (1 days)	-
2016-07-25T23:56	../RESULT/10/2016-07-21/ssp/3/toolbar_trait.sent-v	2016-07-22 11:45	35 hours (1 days)	-
2016-07-26T23:47	../RESULT/10/2016-07-22/ssp/3/toolbar_trait.sent-v	2016-07-23 10:25	34 hours (1 days)	-
2016-07-27T23:55	../RESULT/10/2016-07-23/ssp/3/toolbar_trait.sent-v	2016-07-24 10:17	34 hours (1 days)	-
2016-07-28T17:46	../RESULT/10/2016-07-24/ssp/3/toolbar_trait.sent-v	2016-07-25 05:36	29 hours (1 days)	-
2016-07-29T23:55	../RESULT/10/2016-07-25/ssp/3/toolbar_trait.sent-v	2016-07-26 05:53	29 hours (1 days)	-
2016-07-30T23:55	../RESULT/10/2016-07-26/ssp/3/toolbar_trait.sent-v	2016-07-27 07:03	31 hours (1 days)	-
2016-07-31T23:55	../RESULT/10/2016-07-27/ssp/3/toolbar_trait.sent-v	2016-07-28 05:50	29 hours (1 days)	-
2016-08-01T23:56	../RESULT/10/2016-07-28/ssp/3/toolbar_trait.sent-v	2016-07-29 09:04	33 hours (1 days)	-
2016-08-02T23:58	../RESULT/10/2016-07-29/ssp/3/toolbar_trait.sent-v	2016-07-30 07:21	31 hours (1 days)	-
2016-08-03T23:57	../RESULT/10/2016-07-30/ssp/3/toolbar_trait.sent-v	2016-07-31 05:25	29 hours (1 days)	-
2016-08-04T23:56	../RESULT/10/2016-07-31/ssp/3/toolbar_trait.sent-v	2016-08-01 06:01	30 hours (1 days)	-
2016-08-05T23:56	../RESULT/10/2016-08-01/ssp/3/toolbar_trait.sent-v	2016-08-02 06:23	30 hours (1 days)	-
2016-08-06T23:25	../RESULT/10/2016-08-02/ssp/3/toolbar_trait.sent-v	2016-08-03 06:04	30 hours (1 days)	-
2016-08-07T23:47	../RESULT/10/2016-08-03/ssp/3/toolbar_trait.sent-v	2016-08-04 06:04	30 hours (1 days)	-
2016-08-08T23:55	../RESULT/10/2016-08-04/ssp/3/toolbar_trait.sent-v	2016-08-05 16:19	40 hours (1 days)	-
2016-08-09T22:57	../RESULT/10/2016-08-05/ssp/3/toolbar_trait.sent-v	2016-08-06 07:54	31 hours (1 days)	-
2016-08-10T23:58	../RESULT/10/2016-08-06/ssp/3/toolbar_trait.sent-v	2016-08-07 06:49	30 hours (1 days)	-
2016-08-11T22:18	../RESULT/10/2016-08-07/ssp/3/toolbar_trait.sent-v	2016-08-08 06:11	30 hours (1 days)	-
2016-08-12T23:55	../RESULT/10/2016-08-08/ssp/3/toolbar_trait.sent-v	2016-08-09 05:54	29 hours (1 days)	-
2016-08-13T23:55	../RESULT/10/2016-08-09/ssp/3/toolbar_trait.sent-v	2016-08-10 06:04	30 hours (1 days)	-
2016-08-14T23:55	../RESULT/10/2016-08-10/ssp/3/toolbar_trait.sent-v	2016-08-11 05:26	29 hours (1 days)	-
2016-08-15T23:55	../RESULT/10/2016-08-11/ssp/3/toolbar_trait.sent-v	2016-08-12 13:30	37 hours (1 days)	-
2016-08-16T23:59	../RESULT/10/2016-08-12/ssp/3/toolbar_trait.sent-v	2016-08-13 08:06	32 hours (1 days)	-
2016-08-17T23:57	../RESULT/10/2016-08-13/ssp/3/toolbar_trait.sent-v	2016-08-14 07:40	31 hours (1 days)	-
2016-08-18T18:56	../RESULT/10/2016-08-14/ssp/3/toolbar_trait.sent-v	2016-08-15 06:35	30 hours (1 days)	-
2016-08-20T00:00	../RESULT/10/2016-08-15/ssp/3/toolbar_trait.sent-v	2016-08-16 08:24	32 hours (1 days)	-
2016-08-20T23:37	../RESULT/10/2016-08-16/ssp/3/toolbar_trait.sent-v	2016-08-17 06:42	30 hours (1 days)	-
2016-08-21T23:55	../RESULT/10/2016-08-17/ssp/3/toolbar_trait.sent-v	2016-08-18 05:52	29 hours (1 days)	-
2016-08-22T23:55	../RESULT/10/2016-08-18/ssp/3/toolbar_trait.sent-v	2016-08-19 07:56	31 hours (1 days)	-
2016-08-23T23:57	../RESULT/10/2016-08-19/ssp/3/toolbar_trait.sent-v	2016-08-20 07:35	31 hours (1 days)	-
2016-08-24T23:56	../RESULT/10/2016-08-20/ssp/3/toolbar_trait.sent-v	2016-08-21 07:59	31 hours (1 days)	-
2016-08-25T23:16	../RESULT/10/2016-08-21/ssp/3/toolbar_trait.sent-v	2016-08-22 06:29	30 hours (1 days)	-
2016-08-26T23:56	../RESULT/10/2016-08-22/ssp/3/toolbar_trait.sent-v	2016-08-23 07:13	31 hours (1 days)	-
2016-08-27T23:56	../RESULT/10/2016-08-23/ssp/3/toolbar_trait.sent-v	2016-08-24 06:40	30 hours (1 days)	-
2016-08-28T23:55	../RESULT/10/2016-08-24/ssp/3/toolbar_trait.sent-v	2016-08-25 05:57	29 hours (1 days)	-
2016-08-29T23:56	../RESULT/10/2016-08-25/ssp/3/toolbar_trait.sent-v	2016-08-26 13:01	37 hours (1 days)	-
2016-08-30T23:36	../RESULT/10/2016-08-26/ssp/3/toolbar_trait.sent-v	2016-08-27 09:07	33 hours (1 days)	-
2016-08-31T23:57	../RESULT/10/2016-08-27/ssp/3/toolbar_trait.sent-v	2016-08-28 06:10	30 hours (1 days)	-
2016-09-01T23:57	../RESULT/10/2016-08-28/ssp/3/toolbar_trait.sent-v	2016-08-29 07:36	31 hours (1 days)	-
2016-09-02T23:56	../RESULT/10/2016-08-29/ssp/3/toolbar_trait.sent-v	2016-08-30 05:47	29 hours (1 days)	-
2016-09-03T23:48	../RESULT/10/2016-08-30/ssp/3/toolbar_trait.sent-v	2016-08-31 06:54	30 hours (1 days)	-
2016-09-04T23:55	../RESULT/10/2016-08-31/ssp/3/toolbar_trait.sent-v	2016-09-01 05:58	29 hours (1 days)	-
2016-09-05T23:56	../RESULT/10/2016-09-01/ssp/3/toolbar_trait.sent-v	2016-09-02 05:58	29 hours (1 days)	-
2016-09-06T23:46	../RESULT/10/2016-09-02/ssp/3/toolbar_trait.sent-v	2016-09-03 11:01	35 hours (1 days)	-
2016-09-07T23:55	../RESULT/10/2016-09-03/ssp/3/toolbar_trait.sent-v	2016-09-04 05:41	29 hours (1 days)	-
2016-09-08T21:05	../RESULT/10/2016-09-04/ssp/3/toolbar_trait.sent-v	2016-09-05 06:25	30 hours (1 days)	-
2016-09-09T23:58	../RESULT/10/2016-09-05/ssp/3/toolbar_trait.sent-v	2016-09-06 08:08	32 hours (1 days)	-
2016-09-10T23:55	../RESULT/10/2016-09-06/ssp/3/toolbar_trait.sent-v	2016-09-07 07:57	31 hours (1 days)	-
2016-09-11T23:35	../RESULT/10/2016-09-07/ssp/3/toolbar_trait.sent-v	2016-09-08 10:28	34 hours (1 days)	-
2016-09-12T23:57	../RESULT/10/2016-09-08/ssp/3/toolbar_trait.sent-v	2016-09-09 06:47	30 hours (1 days)	-
2016-09-13T22:26	../RESULT/10/2016-09-09/ssp/3/toolbar_trait.sent-v	2016-09-10 08:10	32 hours (1 days)	-
2016-09-14T23:57	../RESULT/10/2016-09-10/ssp/3/toolbar_trait.sent-v	2016-09-11 05:45	29 hours (1 days)	-
2016-09-15T23:56	../RESULT/10/2016-09-11/ssp/3/toolbar_trait.sent-v	2016-09-12 05:36	29 hours (1 days)	-
2016-09-16T23:56	../RESULT/10/2016-09-12/ssp/3/toolbar_trait.sent-v	2016-09-13 06:07	30 hours (1 days)	-
2016-09-17T23:55	../RESULT/10/2016-09-13/ssp/3/toolbar_trait.sent-v	2016-09-14 10:17	34 hours (1 days)	-
2016-09-18T23:56	../RESULT/10/2016-09-14/ssp/3/toolbar_trait.sent-v	2016-09-15 05:58	29 hours (1 days)	-
2016-09-19T23:55	../RESULT/10/2016-09-15/ssp/3/toolbar_trait.sent-v	2016-09-16 05:44	29 hours (1 days)	-
2016-09-20T23:59	../RESULT/10/2016-09-16/ssp/3/toolbar_trait.sent-v	2016-09-17 07:14	31 hours (1 days)	-
2016-09-21T23:59	../RESULT/10/2016-09-17/ssp/3/toolbar_trait.sent-v	2016-09-18 07:01	31 hours (1 days)	-
2016-09-22T23:56	../RESULT/10/2016-09-18/ssp/3/toolbar_trait.sent-v	2016-09-19 06:46	30 hours (1 days)	-
2016-09-23T23:57	../RESULT/10/2016-09-19/ssp/3/toolbar_trait.sent-v	2016-09-20 06:13	30 hours (1 days)	-
2016-09-24T23:57	../RESULT/10/2016-09-20/ssp/3/toolbar_trait.sent-v	2016-09-21 14:17	38 hours (1 days)	-
2016-09-25T23:37	../RESULT/10/2016-09-21/ssp/3/toolbar_trait.sent-v	2016-09-22 05:49	29 hours (1 days)	-
2016-09-26T23:55	../RESULT/10/2016-09-22/ssp/3/toolbar_trait.sent-v	2016-09-23 06:56	30 hours (1 days)	-
2016-09-27T23:57	../RESULT/10/2016-09-23/ssp/3/toolbar_trait.sent-v	2016-09-24 14:48	38 hours (1 days)	-
2016-09-28T23:56	../RESULT/10/2016-09-24/ssp/3/toolbar_trait.sent-v	2016-09-25 08:05	32 hours (1 days)	-
2016-09-29T16:56	../RESULT/10/2016-09-25/ssp/3/toolbar_trait.sent-v	2016-09-26 06:54	30 hours (1 days)	-
2016-09-30T23:57	../RESULT/10/2016-09-26/ssp/3/toolbar_trait.sent-v	2016-09-27 06:08	30 hours (1 days)	-
2016-10-01T23:56	../RESULT/10/2016-09-27/ssp/3/toolbar_trait.sent-v	2016-09-28 10:59	34 hours (1 days)	-
2016-10-02T23:39	../RESULT/10/2016-09-28/ssp/3/toolbar_trait.sent-v	2016-09-29 06:02	30 hours (1 days)	-
2016-10-03T23:55	../RESULT/10/2016-09-29/ssp/3/toolbar_trait.sent-v	2016-09-30 07:09	31 hours (1 days)	-
2016-10-04T23:59	../RESULT/10/2016-09-30/ssp/3/toolbar_trait.sent-v	2016-10-01 07:51	31 hours (1 days)	-
2016-10-05T23:59	../RESULT/10/2016-10-01/ssp/3/toolbar_trait.sent-v	2016-10-02 07:22	31 hours (1 days)	-
2016-10-06T23:55	../RESULT/10/2016-10-02/ssp/3/toolbar_trait.sent-v	2016-10-03 06:03	30 hours (1 days)	-
2016-10-07T23:55	../RESULT/10/2016-10-03/ssp/3/toolbar_trait.sent-v	2016-10-04 07:18	31 hours (1 days)	-
2016-10-08T23:56	../RESULT/10/2016-10-04/ssp/3/toolbar_trait.sent-v	(-)	-	(wait_for [2]: ../RESULT/10/2016-10-04/ssp/3/2016-10-04T06.gz)
2016-10-09T23:55	../RESULT/10/2016-10-05/ssp/3/toolbar_trait.sent-v	2016-10-06 07:03	31 hours (1 days)	-
2016-10-10T23:56	../RESULT/10/2016-10-06/ssp/3/toolbar_trait.sent-v	2016-10-07 17:53	41 hours (1 days)	-
2016-10-11T23:39	../RESULT/10/2016-10-07/ssp/3/toolbar_trait.sent-v	2016-10-08 08:07	32 hours (1 days)	-
2016-10-12T23:58	../RESULT/10/2016-10-08/ssp/3/toolbar_trait.sent-v	2016-10-09 07:01	31 hours (1 days)	-
2016-10-13T23:58	../RESULT/10/2016-10-09/ssp/3/toolbar_trait.sent-v	2016-10-10 10:31	34 hours (1 days)	-
2016-10-14T23:56	../RESULT/10/2016-10-10/ssp/3/toolbar_trait.sent-v	2016-10-11 07:04	31 hours (1 days)	-
2016-10-15T23:55	../RESULT/10/2016-10-11/ssp/3/toolbar_trait.sent-v	2016-10-12 08:59	32 hours (1 days)	-
2016-10-20T23:59	../RESULT/10/2016-10-16/ssp/3/toolbar_trait.sent-v	2016-10-17 06:52	30 hours (1 days)	-
2016-10-21T23:55	../RESULT/10/2016-10-17/ssp/3/toolbar_trait.sent-v	2016-10-18 07:27	31 hours (1 days)	-
2016-10-22T23:55	../RESULT/10/2016-10-18/ssp/3/toolbar_trait.sent-v	2016-10-19 14:58	38 hours (1 days)	-
2016-10-23T23:45	../RESULT/10/2016-10-19/ssp/3/toolbar_trait.sent-v	2016-10-20 10:06	34 hours (1 days)	-
2016-10-24T23:55	../RESULT/10/2016-10-20/ssp/3/toolbar_trait.sent-v	2016-10-21 05:56	29 hours (1 days)	-
2016-10-25T15:59	../RESULT/10/2016-10-21/ssp/3/toolbar_trait.sent-v	2016-10-22 09:00	33 hours (1 days)	-
2016-10-26T23:56	../RESULT/10/2016-10-22/ssp/3/toolbar_trait.sent-v	2016-10-23 06:56	30 hours (1 days)	-
2016-10-27T23:37	../RESULT/10/2016-10-23/ssp/3/toolbar_trait.sent-v	2016-10-24 06:07	30 hours (1 days)	-
2016-10-28T23:57	../RESULT/10/2016-10-24/ssp/3/toolbar_trait.sent-v	2016-10-25 05:52	29 hours (1 days)	-
2016-10-29T23:57	../RESULT/10/2016-10-25/ssp/3/toolbar_trait.sent-v	2016-10-26 15:35	39 hours (1 days)	-
2016-10-30T23:57	../RESULT/10/2016-10-26/ssp/3/toolbar_trait.sent-v	2016-10-28 03:18	51 hours (2 days)	-
2016-10-31T23:57	../RESULT/10/2016-10-27/ssp/3/toolbar_trait.sent-v	2016-10-28 09:36	33 hours (1 days)	-
2016-11-01T23:16	../RESULT/10/2016-10-28/ssp/3/toolbar_trait.sent-v	2016-10-29 06:38	30 hours (1 days)	-
2016-11-02T23:17	../RESULT/10/2016-10-29/ssp/3/toolbar_trait.sent-v	2016-10-30 06:49	30 hours (1 days)	-
2016-11-03T23:27	../RESULT/10/2016-10-30/ssp/3/toolbar_trait.sent-v	2016-10-31 07:00	31 hours (1 days)	-
2016-11-04T23:58	../RESULT/10/2016-10-31/ssp/3/toolbar_trait.sent-v	2016-11-01 05:55	29 hours (1 days)	-
2016-11-05T23:55	../RESULT/10/2016-11-01/ssp/3/toolbar_trait.sent-v	2016-11-02 08:10	32 hours (1 days)	-
2016-11-06T23:55	../RESULT/10/2016-11-02/ssp/3/toolbar_trait.sent-v	2016-11-03 08:25	32 hours (1 days)	-
2016-11-07T23:57	../RESULT/10/2016-11-03/ssp/3/toolbar_trait.sent-v	2016-11-04 05:53	29 hours (1 days)	-
2016-11-08T14:36	../RESULT/10/2016-11-04/ssp/3/toolbar_trait.sent-v	2016-11-05 09:03	33 hours (1 days)	-
2016-11-09T23:56	../RESULT/10/2016-11-05/ssp/3/toolbar_trait.sent-v	2016-11-06 07:59	31 hours (1 days)	-
2016-11-10T23:55	../RESULT/10/2016-11-06/ssp/3/toolbar_trait.sent-v	2016-11-07 05:34	29 hours (1 days)	-
2016-11-11T23:59	../RESULT/10/2016-11-07/ssp/3/toolbar_trait.sent-v	2016-11-08 05:56	29 hours (1 days)	-
2016-11-12T23:45	../RESULT/10/2016-11-08/ssp/3/toolbar_trait.sent-v	2016-11-09 11:33	35 hours (1 days)	-
2016-11-13T23:56	../RESULT/10/2016-11-09/ssp/3/toolbar_trait.sent-v	2016-11-10 07:23	31 hours (1 days)	-
2016-11-14T23:55	../RESULT/10/2016-11-10/ssp/3/toolbar_trait.sent-v	2016-11-11 06:14	30 hours (1 days)	-
2016-11-15T23:06	../RESULT/10/2016-11-11/ssp/3/toolbar_trait.sent-v	2016-11-12 11:30	35 hours (1 days)	-
2016-11-16T23:58	../RESULT/10/2016-11-12/ssp/3/toolbar_trait.sent-v	2016-11-13 09:11	33 hours (1 days)	-
2016-11-17T23:55	../RESULT/10/2016-11-13/ssp/3/toolbar_trait.sent-v	2016-11-14 06:44	30 hours (1 days)	-
2016-11-18T23:57	../RESULT/10/2016-11-14/ssp/3/toolbar_trait.sent-v	2016-11-15 06:20	30 hours (1 days)	-
2016-11-19T23:56	../RESULT/10/2016-11-15/ssp/3/toolbar_trait.sent-v	2016-11-16 11:35	35 hours (1 days)	-
2016-11-20T23:55	../RESULT/10/2016-11-16/ssp/3/toolbar_trait.sent-v	2016-11-17 06:03	30 hours (1 days)	-
2016-11-21T23:58	../RESULT/10/2016-11-17/ssp/3/toolbar_trait.sent-v	2016-11-18 06:00	30 hours (1 days)	-
2016-11-22T23:16	../RESULT/10/2016-11-18/ssp/3/toolbar_trait.sent-v	2016-11-19 09:27	33 hours (1 days)	-
2016-11-23T23:57	../RESULT/10/2016-11-19/ssp/3/toolbar_trait.sent-v	2016-11-20 07:58	31 hours (1 days)	-
2016-11-24T13:35	../RESULT/10/2016-11-20/ssp/3/toolbar_trait.sent-v	2016-11-21 07:02	31 hours (1 days)	-
2016-11-24T13:36	../RESULT/10/2016-11-21/ssp/3/toolbar_trait.sent-v	2016-11-22 09:23	33 hours (1 days)	-
2016-11-24T13:36	../RESULT/10/2016-11-22/ssp/3/toolbar_trait.sent-v	2016-11-23 07:29	31 hours (1 days)	-
2016-11-24T13:36	../RESULT/10/2016-11-23/ssp/3/toolbar_trait.sent-v	2016-11-24 07:10	31 hours (1 days)	-
2016-11-24T13:37	../RESULT/10/2016-11-24/ssp/3/toolbar_trait.sent-v	(-)	-	(wait_for [17]: ../RESULT/10/2016-11-24/ssp/3/2016-11-25T00.gz)

# Type: total.gz:
2016-06-14T23:15	../RESULT/10/2016-06-10/mail/3/total.gz	2016-06-11 05:49	29 hours (1 days)	-
2016-06-15T23:15	../RESULT/10/2016-06-11/mail/3/total.gz	2016-06-12 05:36	29 hours (1 days)	-
2016-06-16T23:15	../RESULT/10/2016-06-12/mail/3/total.gz	2016-06-13 05:35	29 hours (1 days)	-
2016-06-17T23:15	../RESULT/10/2016-06-13/mail/3/total.gz	2016-06-14 05:39	29 hours (1 days)	-
2016-06-18T23:15	../RESULT/10/2016-06-14/mail/3/total.gz	2016-06-15 05:52	29 hours (1 days)	-
2016-06-19T23:15	../RESULT/10/2016-06-15/mail/3/total.gz	2016-06-16 05:51	29 hours (1 days)	-
2016-06-20T23:15	../RESULT/10/2016-06-16/mail/3/total.gz	2016-06-17 05:51	29 hours (1 days)	-
2016-06-21T23:15	../RESULT/10/2016-06-17/mail/3/total.gz	2016-06-18 05:47	29 hours (1 days)	-
2016-06-22T23:15	../RESULT/10/2016-06-18/mail/3/total.gz	2016-06-19 05:35	29 hours (1 days)	-
2016-06-23T23:15	../RESULT/10/2016-06-19/mail/3/total.gz	2016-06-20 05:37	29 hours (1 days)	-
2016-06-24T23:15	../RESULT/10/2016-06-20/mail/3/total.gz	2016-06-21 05:50	29 hours (1 days)	-
2016-06-25T23:15	../RESULT/10/2016-06-21/mail/3/total.gz	2016-06-22 05:51	29 hours (1 days)	-
2016-06-26T23:15	../RESULT/10/2016-06-22/mail/3/total.gz	2016-06-23 05:48	29 hours (1 days)	-
2016-06-27T23:15	../RESULT/10/2016-06-23/mail/3/total.gz	2016-06-24 05:51	29 hours (1 days)	-
2016-06-28T23:15	../RESULT/10/2016-06-24/mail/3/total.gz	2016-06-25 05:47	29 hours (1 days)	-
2016-06-29T23:15	../RESULT/10/2016-06-25/mail/3/total.gz	2016-06-26 05:35	29 hours (1 days)	-
2016-06-30T23:15	../RESULT/10/2016-06-26/mail/3/total.gz	2016-06-27 05:36	29 hours (1 days)	-
2016-07-01T23:15	../RESULT/10/2016-06-27/mail/3/total.gz	2016-06-28 05:51	29 hours (1 days)	-
2016-07-02T23:15	../RESULT/10/2016-06-28/mail/3/total.gz	2016-06-29 05:51	29 hours (1 days)	-
2016-07-03T23:15	../RESULT/10/2016-06-29/mail/3/total.gz	2016-06-30 05:50	29 hours (1 days)	-
2016-07-04T23:15	../RESULT/10/2016-06-30/mail/3/total.gz	2016-07-01 05:51	29 hours (1 days)	-
2016-07-05T23:15	../RESULT/10/2016-07-01/mail/3/total.gz	2016-07-02 05:47	29 hours (1 days)	-
2016-07-06T23:15	../RESULT/10/2016-07-02/mail/3/total.gz	2016-07-03 05:35	29 hours (1 days)	-
2016-07-07T23:15	../RESULT/10/2016-07-03/mail/3/total.gz	2016-07-04 05:36	29 hours (1 days)	-
2016-07-08T23:15	../RESULT/10/2016-07-04/mail/3/total.gz	2016-07-05 05:51	29 hours (1 days)	-
2016-07-09T23:15	../RESULT/10/2016-07-05/mail/3/total.gz	2016-07-06 07:54	31 hours (1 days)	-
2016-07-10T23:15	../RESULT/10/2016-07-06/mail/3/total.gz	2016-07-07 05:51	29 hours (1 days)	-
2016-07-11T23:15	../RESULT/10/2016-07-07/mail/3/total.gz	2016-07-08 06:51	30 hours (1 days)	-
2016-07-12T23:15	../RESULT/10/2016-07-08/mail/3/total.gz	2016-07-09 05:48	29 hours (1 days)	-
2016-07-13T23:15	../RESULT/10/2016-07-09/mail/3/total.gz	2016-07-10 05:35	29 hours (1 days)	-
2016-07-14T23:15	../RESULT/10/2016-07-10/mail/3/total.gz	2016-07-11 05:36	29 hours (1 days)	-
2016-07-15T23:15	../RESULT/10/2016-07-11/mail/3/total.gz	2016-07-12 05:50	29 hours (1 days)	-
2016-07-16T23:15	../RESULT/10/2016-07-12/mail/3/total.gz	2016-07-13 08:51	32 hours (1 days)	-
2016-07-17T23:15	../RESULT/10/2016-07-13/mail/3/total.gz	2016-07-14 06:49	30 hours (1 days)	-
2016-07-18T23:15	../RESULT/10/2016-07-14/mail/3/total.gz	2016-07-15 05:50	29 hours (1 days)	-
2016-07-19T23:15	../RESULT/10/2016-07-15/mail/3/total.gz	2016-07-16 06:47	30 hours (1 days)	-
2016-07-20T23:15	../RESULT/10/2016-07-16/mail/3/total.gz	2016-07-17 05:34	29 hours (1 days)	-
2016-07-21T21:15	../RESULT/10/2016-07-17/mail/3/total.gz	2016-07-18 05:35	29 hours (1 days)	-
2016-07-22T21:15	../RESULT/10/2016-07-18/mail/3/total.gz	2016-07-19 05:50	29 hours (1 days)	-
2016-07-23T23:15	../RESULT/10/2016-07-19/mail/3/total.gz	2016-07-20 05:49	29 hours (1 days)	-
2016-07-24T23:15	../RESULT/10/2016-07-20/mail/3/total.gz	2016-07-21 07:50	31 hours (1 days)	-
2016-07-25T23:15	../RESULT/10/2016-07-21/mail/3/total.gz	2016-07-23 04:52	52 hours (2 days)	-
2016-07-26T15:15	../RESULT/10/2016-07-22/mail/3/total.gz	2016-07-23 10:26	34 hours (1 days)	-
2016-07-27T17:15	../RESULT/10/2016-07-23/mail/3/total.gz	2016-07-24 11:35	35 hours (1 days)	-
2016-07-28T23:15	../RESULT/10/2016-07-24/mail/3/total.gz	2016-07-25 11:36	35 hours (1 days)	-
2016-07-29T23:15	../RESULT/10/2016-07-25/mail/3/total.gz	2016-07-26 05:49	29 hours (1 days)	-
2016-07-30T23:15	../RESULT/10/2016-07-26/mail/3/total.gz	2016-07-28 04:49	52 hours (2 days)	-
2016-07-31T23:15	../RESULT/10/2016-07-27/mail/3/total.gz	2016-07-28 08:24	32 hours (1 days)	-
2016-08-01T23:15	../RESULT/10/2016-07-28/mail/3/total.gz	(-)	-	(wait_for [9]: ../RESULT/10/2016-07-28/mail/3/2016-07-28T21.gz)
2016-08-02T18:15	../RESULT/10/2016-07-29/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-07-29/mail/3/2016-07-29T10.gz)
2016-08-03T21:15	../RESULT/10/2016-07-30/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-07-30/mail/3/2016-07-30T08.gz)
2016-08-04T23:18	../RESULT/10/2016-07-31/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-07-31/mail/3/2016-07-31T08.gz)
2016-08-05T23:18	../RESULT/10/2016-08-01/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-01/mail/3/2016-08-01T12.gz)
2016-08-06T23:18	../RESULT/10/2016-08-02/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-02/mail/3/2016-08-02T12.gz)
2016-08-07T23:15	../RESULT/10/2016-08-03/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-03/mail/3/2016-08-03T07.gz)
2016-08-08T23:15	../RESULT/10/2016-08-04/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-04/mail/3/2016-08-04T15.gz)
2016-08-09T19:18	../RESULT/10/2016-08-05/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-05/mail/3/2016-08-05T06.gz)
2016-08-10T23:18	../RESULT/10/2016-08-06/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-06/mail/3/2016-08-06T16.gz)
2016-08-11T23:18	../RESULT/10/2016-08-07/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-07/mail/3/2016-08-07T17.gz)
2016-08-12T23:15	../RESULT/10/2016-08-08/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-08/mail/3/2016-08-08T06.gz)
2016-08-13T21:18	../RESULT/10/2016-08-09/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-09/mail/3/2016-08-09T08.gz)
2016-08-14T20:15	../RESULT/10/2016-08-10/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-10/mail/3/2016-08-10T13.gz)
2016-08-15T22:15	../RESULT/10/2016-08-11/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-11/mail/3/2016-08-11T05.gz)
2016-08-16T14:18	../RESULT/10/2016-08-12/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-12/mail/3/2016-08-12T21.gz)
2016-08-17T23:15	../RESULT/10/2016-08-13/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-13/mail/3/2016-08-13T08.gz)
2016-08-18T23:15	../RESULT/10/2016-08-14/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-14/mail/3/2016-08-14T13.gz)
2016-08-19T23:15	../RESULT/10/2016-08-15/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-15/mail/3/2016-08-15T13.gz)
2016-08-20T23:15	../RESULT/10/2016-08-16/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-16/mail/3/2016-08-16T17.gz)
2016-08-21T21:15	../RESULT/10/2016-08-17/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-17/mail/3/2016-08-17T15.gz)
2016-08-22T23:18	../RESULT/10/2016-08-18/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-18/mail/3/2016-08-18T20.gz)
2016-08-23T23:17	../RESULT/10/2016-08-19/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-19/mail/3/2016-08-19T17.gz)
2016-08-24T23:17	../RESULT/10/2016-08-20/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-20/mail/3/2016-08-20T15.gz)
2016-08-25T23:18	../RESULT/10/2016-08-21/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-21/mail/3/2016-08-21T15.gz)
2016-08-26T23:18	../RESULT/10/2016-08-22/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-22/mail/3/2016-08-22T14.gz)
2016-08-27T23:15	../RESULT/10/2016-08-23/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-23/mail/3/2016-08-23T10.gz)
2016-08-28T23:18	../RESULT/10/2016-08-24/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-24/mail/3/2016-08-24T18.gz)
