# Record_dt	File	Modify-time	How-long(hours)	Dependency

# Type: sz_vars_conv.sent:
2016-08-29T23:15	../RESULT/10/2016-08-25/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-25/mail/3/2016-08-25T15.gz)
2016-08-30T20:15	../RESULT/10/2016-08-26/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-26/mail/3/2016-08-26T14.gz)
2016-08-31T18:15	../RESULT/10/2016-08-27/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-27/mail/3/2016-08-27T13.gz)
2016-09-01T23:18	../RESULT/10/2016-08-28/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-28/mail/3/2016-08-28T13.gz)
2016-09-02T22:17	../RESULT/10/2016-08-29/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-29/mail/3/2016-08-29T18.gz)
2016-09-03T23:17	../RESULT/10/2016-08-30/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-30/mail/3/2016-08-30T06.gz)
2016-09-04T23:19	../RESULT/10/2016-08-31/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-08-31/mail/3/2016-08-31T23.gz)
2016-09-05T23:18	../RESULT/10/2016-09-01/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-09-01/mail/3/2016-09-01T07.gz)
2016-09-06T23:18	../RESULT/10/2016-09-02/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-09-02/mail/3/2016-09-02T16.gz)
2016-09-07T23:15	../RESULT/10/2016-09-03/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-09-03/mail/3/2016-09-03T10.gz)
2016-09-08T21:18	../RESULT/10/2016-09-04/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-09-04/mail/3/2016-09-04T07.gz)
2016-09-09T23:17	../RESULT/10/2016-09-05/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-09-05/mail/3/2016-09-05T11.gz)
2016-09-10T23:17	../RESULT/10/2016-09-06/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-09-06/mail/3/2016-09-06T05.gz)
2016-09-11T23:17	../RESULT/10/2016-09-07/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-09-07/mail/3/2016-09-07T23.gz)
2016-09-12T23:17	../RESULT/10/2016-09-08/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-09-08/mail/3/2016-09-08T09.gz)
2016-09-13T15:15	../RESULT/10/2016-09-09/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-09-09/mail/3/2016-09-09T05.gz)
2016-09-14T16:15	../RESULT/10/2016-09-10/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-09-10/mail/3/2016-09-10T06.gz)
2016-09-15T12:15	../RESULT/10/2016-09-11/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-09-11/mail/3/2016-09-11T06.gz)
2016-09-16T23:15	../RESULT/10/2016-09-12/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-09-12/mail/3/2016-09-12T15.gz)
2016-09-17T23:17	../RESULT/10/2016-09-13/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-09-13/mail/3/2016-09-13T12.gz)
2016-09-18T23:15	../RESULT/10/2016-09-14/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-09-14/mail/3/2016-09-14T18.gz)
2016-09-19T15:15	../RESULT/10/2016-09-15/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-09-15/mail/3/2016-09-15T19.gz)
2016-09-20T23:15	../RESULT/10/2016-09-16/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-09-16/mail/3/2016-09-16T19.gz)
2016-09-21T17:15	../RESULT/10/2016-09-17/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-09-17/mail/3/2016-09-17T18.gz)
2016-09-22T21:15	../RESULT/10/2016-09-18/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-09-18/mail/3/2016-09-18T19.gz)
2016-09-23T23:15	../RESULT/10/2016-09-19/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-09-19/mail/3/2016-09-19T05.gz)
2016-09-24T22:15	../RESULT/10/2016-09-20/mail/3/total.gz	(-)	-	(wait_for [7]: ../RESULT/10/2016-09-20/mail/3/2016-09-20T13.gz)
2016-09-25T23:15	../RESULT/10/2016-09-21/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-09-21/mail/3/2016-09-21T23.gz)
2016-09-26T22:15	../RESULT/10/2016-09-22/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-09-22/mail/3/2016-09-22T17.gz)
2016-09-27T18:15	../RESULT/10/2016-09-23/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-09-23/mail/3/2016-09-23T04.gz)
2016-09-28T17:15	../RESULT/10/2016-09-24/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-09-24/mail/3/2016-09-24T11.gz)
2016-09-29T09:15	../RESULT/10/2016-09-25/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-09-25/mail/3/2016-09-25T09.gz)
2016-09-30T23:15	../RESULT/10/2016-09-26/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-09-26/mail/3/2016-09-26T05.gz)
2016-10-01T23:18	../RESULT/10/2016-09-27/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-09-27/mail/3/2016-09-27T04.gz)
2016-10-02T19:18	../RESULT/10/2016-09-28/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-09-28/mail/3/2016-09-28T19.gz)
2016-10-03T22:18	../RESULT/10/2016-09-29/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-09-29/mail/3/2016-09-29T21.gz)
2016-10-04T22:18	../RESULT/10/2016-09-30/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-09-30/mail/3/2016-09-30T15.gz)
2016-10-05T20:15	../RESULT/10/2016-10-01/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-10-01/mail/3/2016-10-02T01.gz)
2016-10-06T23:17	../RESULT/10/2016-10-02/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-10-02/mail/3/2016-10-02T14.gz)
2016-10-07T16:15	../RESULT/10/2016-10-03/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-10-03/mail/3/2016-10-03T15.gz)
2016-10-08T20:15	../RESULT/10/2016-10-04/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-10-04/mail/3/2016-10-05T00.gz)
2016-10-09T23:18	../RESULT/10/2016-10-05/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-10-05/mail/3/2016-10-06T02.gz)
2016-10-10T21:18	../RESULT/10/2016-10-06/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-10-06/mail/3/2016-10-06T15.gz)
2016-10-11T10:15	../RESULT/10/2016-10-07/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-10-07/mail/3/2016-10-07T22.gz)
2016-10-11T10:15	../RESULT/10/2016-10-08/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-10-08/mail/3/2016-10-08T07.gz)
2016-10-13T23:17	../RESULT/10/2016-10-09/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-10-09/mail/3/2016-10-09T22.gz)
2016-10-14T04:19	../RESULT/10/2016-10-10/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-10-10/mail/3/2016-10-10T17.gz)
2016-10-14T04:25	../RESULT/10/2016-10-11/mail/3/total.gz	(-)	-	(wait_for [9]: ../RESULT/10/2016-10-11/mail/3/2016-10-11T15.gz)
2016-10-21T16:17	../RESULT/10/2016-10-17/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-10-17/mail/3/2016-10-17T18.gz)
2016-10-21T16:21	../RESULT/10/2016-10-18/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-10-18/mail/3/2016-10-18T10.gz)
2016-10-21T16:21	../RESULT/10/2016-10-19/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-10-19/mail/3/2016-10-20T03.gz)
2016-10-24T19:15	../RESULT/10/2016-10-20/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-10-20/mail/3/2016-10-20T14.gz)
2016-10-25T21:18	../RESULT/10/2016-10-21/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-10-21/mail/3/2016-10-21T11.gz)
2016-10-26T19:15	../RESULT/10/2016-10-22/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-10-22/mail/3/2016-10-23T03.gz)
2016-10-26T19:15	../RESULT/10/2016-10-23/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-10-23/mail/3/2016-10-23T10.gz)
2016-10-26T19:15	../RESULT/10/2016-10-24/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-10-24/mail/3/2016-10-24T09.gz)
2016-10-26T19:15	../RESULT/10/2016-10-25/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-10-25/mail/3/2016-10-25T23.gz)
2016-10-26T19:16	../RESULT/10/2016-10-26/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-10-26/mail/3/2016-10-26T10.gz)
2016-10-31T01:18	../RESULT/10/2016-10-27/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-10-27/mail/3/2016-10-27T08.gz)
2016-10-31T01:21	../RESULT/10/2016-10-28/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-10-28/mail/3/2016-10-28T14.gz)
2016-11-02T17:15	../RESULT/10/2016-10-29/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-10-29/mail/3/2016-10-29T18.gz)
2016-11-03T14:15	../RESULT/10/2016-10-30/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-10-30/mail/3/2016-10-30T11.gz)
2016-11-03T14:15	../RESULT/10/2016-10-31/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-10-31/mail/3/2016-11-01T01.gz)
2016-11-03T14:15	../RESULT/10/2016-11-01/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-11-01/mail/3/2016-11-01T07.gz)
2016-11-03T14:15	../RESULT/10/2016-11-02/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-11-02/mail/3/2016-11-02T17.gz)
2016-11-07T00:18	../RESULT/10/2016-11-03/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-11-03/mail/3/2016-11-04T02.gz)
2016-11-08T22:17	../RESULT/10/2016-11-04/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-11-04/mail/3/2016-11-04T08.gz)
2016-11-09T21:15	../RESULT/10/2016-11-05/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-11-05/mail/3/2016-11-05T22.gz)
2016-11-09T21:15	../RESULT/10/2016-11-06/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-11-06/mail/3/2016-11-06T07.gz)
2016-11-09T21:15	../RESULT/10/2016-11-07/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-11-07/mail/3/2016-11-07T09.gz)
2016-11-09T21:15	../RESULT/10/2016-11-08/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-11-08/mail/3/2016-11-08T14.gz)
2016-11-09T21:16	../RESULT/10/2016-11-09/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-11-09/mail/3/2016-11-09T20.gz)
2016-11-14T12:15	../RESULT/10/2016-11-10/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-11-10/mail/3/2016-11-10T06.gz)
2016-11-15T19:15	../RESULT/10/2016-11-11/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-11-11/mail/3/2016-11-11T17.gz)
2016-11-16T21:15	../RESULT/10/2016-11-12/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-11-12/mail/3/2016-11-12T05.gz)
2016-11-17T06:15	../RESULT/10/2016-11-13/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-11-13/mail/3/2016-11-13T17.gz)
2016-11-17T06:15	../RESULT/10/2016-11-14/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-11-14/mail/3/2016-11-14T07.gz)
2016-11-17T06:15	../RESULT/10/2016-11-15/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-11-15/mail/3/2016-11-15T05.gz)
2016-11-17T06:15	../RESULT/10/2016-11-16/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-11-16/mail/3/2016-11-17T01.gz)
2016-11-21T21:15	../RESULT/10/2016-11-17/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-11-17/mail/3/2016-11-17T13.gz)
2016-11-21T21:15	../RESULT/10/2016-11-18/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-11-18/mail/3/2016-11-18T20.gz)
2016-11-23T21:19	../RESULT/10/2016-11-19/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-11-19/mail/3/2016-11-19T08.gz)
2016-11-24T06:15	../RESULT/10/2016-11-20/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-11-20/mail/3/2016-11-20T17.gz)
2016-11-24T06:15	../RESULT/10/2016-11-21/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-11-21/mail/3/2016-11-21T19.gz)
2016-11-24T06:15	../RESULT/10/2016-11-22/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-11-22/mail/3/2016-11-22T06.gz)
2016-11-24T06:15	../RESULT/10/2016-11-23/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-11-23/mail/3/2016-11-24T00.gz)
2016-11-24T05:16	../RESULT/10/2016-11-24/mail/3/total.gz	(-)	-	(wait_for [24]: ../RESULT/10/2016-11-24/mail/3/2016-11-25T02.gz)

# Type: url_cat_diff.gz:
2016-06-14T21:55	../RESULT/10/2016-06-10/google/3/url_cat_diff.gz	(-)	-	(wait_for [4]: ../RESULT/10/2016-06-10/google/3/urls30days.gz)
2016-06-15T22:06	../RESULT/10/2016-06-11/google/3/url_cat_diff.gz	2016-06-15 13:03	109 hours (4 days)	-
2016-06-16T23:56	../RESULT/10/2016-06-12/google/3/url_cat_diff.gz	2016-06-15 13:55	85 hours (3 days)	-
2016-06-17T23:58	../RESULT/10/2016-06-13/google/3/url_cat_diff.gz	2016-06-15 01:30	49 hours (2 days)	-
2016-06-18T23:57	../RESULT/10/2016-06-14/google/3/url_cat_diff.gz	2016-06-16 05:17	53 hours (2 days)	-
2016-06-19T23:55	../RESULT/10/2016-06-15/google/3/url_cat_diff.gz	2016-06-16 15:42	39 hours (1 days)	-
2016-06-20T23:55	../RESULT/10/2016-06-16/google/3/url_cat_diff.gz	2016-06-17 11:22	35 hours (1 days)	-
2016-06-21T23:46	../RESULT/10/2016-06-17/google/3/url_cat_diff.gz	2016-06-18 12:01	36 hours (1 days)	-
2016-06-22T23:58	../RESULT/10/2016-06-18/google/3/url_cat_diff.gz	2016-06-19 17:35	41 hours (1 days)	-
2016-06-23T23:55	../RESULT/10/2016-06-19/google/3/url_cat_diff.gz	2016-06-20 11:26	35 hours (1 days)	-
2016-06-24T23:55	../RESULT/10/2016-06-20/google/3/url_cat_diff.gz	2016-06-21 11:14	35 hours (1 days)	-
2016-06-25T23:55	../RESULT/10/2016-06-21/google/3/url_cat_diff.gz	2016-06-22 11:14	35 hours (1 days)	-
2016-06-26T23:55	../RESULT/10/2016-06-22/google/3/url_cat_diff.gz	2016-06-23 11:28	35 hours (1 days)	-
2016-06-27T23:57	../RESULT/10/2016-06-23/google/3/url_cat_diff.gz	2016-06-24 20:03	44 hours (1 days)	-
2016-06-28T23:55	../RESULT/10/2016-06-24/google/3/url_cat_diff.gz	2016-06-25 11:30	35 hours (1 days)	-
2016-06-29T23:56	../RESULT/10/2016-06-25/google/3/url_cat_diff.gz	2016-06-26 10:53	34 hours (1 days)	-
2016-06-30T23:06	../RESULT/10/2016-06-26/google/3/url_cat_diff.gz	2016-06-27 10:21	34 hours (1 days)	-
2016-07-01T23:57	../RESULT/10/2016-06-27/google/3/url_cat_diff.gz	2016-06-28 11:42	35 hours (1 days)	-
2016-07-02T23:55	../RESULT/10/2016-06-28/google/3/url_cat_diff.gz	2016-06-29 11:25	35 hours (1 days)	-
2016-07-03T23:55	../RESULT/10/2016-06-29/google/3/url_cat_diff.gz	2016-06-30 11:23	35 hours (1 days)	-
2016-07-04T23:55	../RESULT/10/2016-06-30/google/3/url_cat_diff.gz	2016-07-01 12:12	36 hours (1 days)	-
2016-07-05T23:55	../RESULT/10/2016-07-01/google/3/url_cat_diff.gz	2016-07-02 13:33	37 hours (1 days)	-
2016-07-06T23:57	../RESULT/10/2016-07-02/google/3/url_cat_diff.gz	2016-07-03 11:09	35 hours (1 days)	-
2016-07-07T23:46	../RESULT/10/2016-07-03/google/3/url_cat_diff.gz	2016-07-04 12:01	36 hours (1 days)	-
2016-07-08T23:56	../RESULT/10/2016-07-04/google/3/url_cat_diff.gz	2016-07-05 12:00	36 hours (1 days)	-
2016-07-09T23:55	../RESULT/10/2016-07-05/google/3/url_cat_diff.gz	2016-07-06 13:43	37 hours (1 days)	-
2016-07-10T23:55	../RESULT/10/2016-07-06/google/3/url_cat_diff.gz	2016-07-07 11:25	35 hours (1 days)	-
2016-07-11T23:57	../RESULT/10/2016-07-07/google/3/url_cat_diff.gz	2016-07-08 14:05	38 hours (1 days)	-
2016-07-12T22:56	../RESULT/10/2016-07-08/google/3/url_cat_diff.gz	2016-07-09 11:38	35 hours (1 days)	-
2016-07-13T23:55	../RESULT/10/2016-07-09/google/3/url_cat_diff.gz	2016-07-10 10:42	34 hours (1 days)	-
2016-07-14T23:56	../RESULT/10/2016-07-10/google/3/url_cat_diff.gz	2016-07-11 11:25	35 hours (1 days)	-
2016-07-15T23:58	../RESULT/10/2016-07-11/google/3/url_cat_diff.gz	2016-07-12 12:09	36 hours (1 days)	-
2016-07-16T23:56	../RESULT/10/2016-07-12/google/3/url_cat_diff.gz	2016-07-13 11:27	35 hours (1 days)	-
2016-07-17T23:56	../RESULT/10/2016-07-13/google/3/url_cat_diff.gz	2016-07-14 11:32	35 hours (1 days)	-
2016-07-18T23:55	../RESULT/10/2016-07-14/google/3/url_cat_diff.gz	2016-07-15 13:32	37 hours (1 days)	-
2016-07-19T23:56	../RESULT/10/2016-07-15/google/3/url_cat_diff.gz	2016-07-16 11:56	35 hours (1 days)	-
2016-07-20T23:55	../RESULT/10/2016-07-16/google/3/url_cat_diff.gz	2016-07-17 10:21	34 hours (1 days)	-
2016-07-21T23:06	../RESULT/10/2016-07-17/google/3/url_cat_diff.gz	2016-07-18 11:48	35 hours (1 days)	-
2016-07-22T23:58	../RESULT/10/2016-07-18/google/3/url_cat_diff.gz	2016-07-19 11:45	35 hours (1 days)	-
2016-07-23T23:57	../RESULT/10/2016-07-19/google/3/url_cat_diff.gz	2016-07-20 11:32	35 hours (1 days)	-
2016-07-24T23:57	../RESULT/10/2016-07-20/google/3/url_cat_diff.gz	2016-07-21 11:37	35 hours (1 days)	-
2016-07-25T23:56	../RESULT/10/2016-07-21/google/3/url_cat_diff.gz	2016-07-22 13:38	37 hours (1 days)	-
2016-07-26T23:47	../RESULT/10/2016-07-22/google/3/url_cat_diff.gz	2016-07-23 12:32	36 hours (1 days)	-
2016-07-27T23:55	../RESULT/10/2016-07-23/google/3/url_cat_diff.gz	2016-07-24 11:14	35 hours (1 days)	-
2016-07-28T17:45	../RESULT/10/2016-07-24/google/3/url_cat_diff.gz	2016-07-25 11:15	35 hours (1 days)	-
2016-07-29T23:55	../RESULT/10/2016-07-25/google/3/url_cat_diff.gz	2016-07-27 00:25	48 hours (2 days)	-
2016-07-30T23:55	../RESULT/10/2016-07-26/google/3/url_cat_diff.gz	2016-07-27 11:41	35 hours (1 days)	-
2016-07-31T23:55	../RESULT/10/2016-07-27/google/3/url_cat_diff.gz	2016-07-28 11:27	35 hours (1 days)	-
2016-08-01T23:56	../RESULT/10/2016-07-28/google/3/url_cat_diff.gz	2016-07-29 11:35	35 hours (1 days)	-
2016-08-02T23:57	../RESULT/10/2016-07-29/google/3/url_cat_diff.gz	2016-07-30 11:17	35 hours (1 days)	-
2016-08-03T23:56	../RESULT/10/2016-07-30/google/3/url_cat_diff.gz	2016-07-31 10:23	34 hours (1 days)	-
2016-08-04T23:56	../RESULT/10/2016-07-31/google/3/url_cat_diff.gz	2016-08-01 10:34	34 hours (1 days)	-
2016-08-05T23:56	../RESULT/10/2016-08-01/google/3/url_cat_diff.gz	2016-08-02 11:01	35 hours (1 days)	-
2016-08-06T23:25	../RESULT/10/2016-08-02/google/3/url_cat_diff.gz	2016-08-03 11:47	35 hours (1 days)	-
2016-08-07T23:47	../RESULT/10/2016-08-03/google/3/url_cat_diff.gz	2016-08-04 11:27	35 hours (1 days)	-
2016-08-08T23:55	../RESULT/10/2016-08-04/google/3/url_cat_diff.gz	2016-08-05 19:56	43 hours (1 days)	-
2016-08-09T22:56	../RESULT/10/2016-08-05/google/3/url_cat_diff.gz	2016-08-06 12:37	36 hours (1 days)	-
2016-08-10T23:56	../RESULT/10/2016-08-06/google/3/url_cat_diff.gz	2016-08-07 10:45	34 hours (1 days)	-
2016-08-11T22:17	../RESULT/10/2016-08-07/google/3/url_cat_diff.gz	2016-08-08 11:42	35 hours (1 days)	-
2016-08-12T23:55	../RESULT/10/2016-08-08/google/3/url_cat_diff.gz	2016-08-09 12:45	36 hours (1 days)	-
2016-08-13T23:55	../RESULT/10/2016-08-09/google/3/url_cat_diff.gz	2016-08-10 11:50	35 hours (1 days)	-
2016-08-14T23:55	../RESULT/10/2016-08-10/google/3/url_cat_diff.gz	2016-08-11 11:49	35 hours (1 days)	-
2016-08-15T23:55	../RESULT/10/2016-08-11/google/3/url_cat_diff.gz	2016-08-12 16:50	40 hours (1 days)	-
2016-08-16T23:58	../RESULT/10/2016-08-12/google/3/url_cat_diff.gz	2016-08-13 14:39	38 hours (1 days)	-
2016-08-17T23:56	../RESULT/10/2016-08-13/google/3/url_cat_diff.gz	2016-08-14 11:48	35 hours (1 days)	-
2016-08-18T18:56	../RESULT/10/2016-08-14/google/3/url_cat_diff.gz	2016-08-15 12:18	36 hours (1 days)	-
2016-08-19T23:58	../RESULT/10/2016-08-15/google/3/url_cat_diff.gz	2016-08-16 12:18	36 hours (1 days)	-
2016-08-20T23:37	../RESULT/10/2016-08-16/google/3/url_cat_diff.gz	2016-08-17 11:54	35 hours (1 days)	-
2016-08-21T23:55	../RESULT/10/2016-08-17/google/3/url_cat_diff.gz	2016-08-18 11:54	35 hours (1 days)	-
2016-08-22T23:55	../RESULT/10/2016-08-18/google/3/url_cat_diff.gz	2016-08-19 13:28	37 hours (1 days)	-
2016-08-23T23:56	../RESULT/10/2016-08-19/google/3/url_cat_diff.gz	2016-08-20 13:16	37 hours (1 days)	-
2016-08-24T23:55	../RESULT/10/2016-08-20/google/3/url_cat_diff.gz	2016-08-21 11:13	35 hours (1 days)	-
2016-08-25T23:16	../RESULT/10/2016-08-21/google/3/url_cat_diff.gz	2016-08-22 11:28	35 hours (1 days)	-
2016-08-26T23:56	../RESULT/10/2016-08-22/google/3/url_cat_diff.gz	2016-08-23 12:01	36 hours (1 days)	-
2016-08-27T23:56	../RESULT/10/2016-08-23/google/3/url_cat_diff.gz	2016-08-24 12:06	36 hours (1 days)	-
2016-08-28T23:55	../RESULT/10/2016-08-24/google/3/url_cat_diff.gz	2016-08-25 12:24	36 hours (1 days)	-
2016-08-29T23:56	../RESULT/10/2016-08-25/google/3/url_cat_diff.gz	2016-08-26 11:40	35 hours (1 days)	-
2016-08-30T23:36	../RESULT/10/2016-08-26/google/3/url_cat_diff.gz	2016-08-27 15:44	39 hours (1 days)	-
2016-08-31T23:56	../RESULT/10/2016-08-27/google/3/url_cat_diff.gz	2016-08-28 11:32	35 hours (1 days)	-
2016-09-01T23:57	../RESULT/10/2016-08-28/google/3/url_cat_diff.gz	2016-08-29 12:33	36 hours (1 days)	-
2016-09-02T23:56	../RESULT/10/2016-08-29/google/3/url_cat_diff.gz	2016-08-30 12:58	36 hours (1 days)	-
2016-09-03T23:47	../RESULT/10/2016-08-30/google/3/url_cat_diff.gz	2016-08-31 15:05	39 hours (1 days)	-
2016-09-04T23:55	../RESULT/10/2016-08-31/google/3/url_cat_diff.gz	2016-09-01 13:05	37 hours (1 days)	-
2016-09-05T23:56	../RESULT/10/2016-09-01/google/3/url_cat_diff.gz	2016-09-02 12:36	36 hours (1 days)	-
2016-09-06T23:46	../RESULT/10/2016-09-02/google/3/url_cat_diff.gz	2016-09-03 15:35	39 hours (1 days)	-
2016-09-07T23:55	../RESULT/10/2016-09-03/google/3/url_cat_diff.gz	2016-09-04 12:30	36 hours (1 days)	-
2016-09-08T21:05	../RESULT/10/2016-09-04/google/3/url_cat_diff.gz	2016-09-05 12:08	36 hours (1 days)	-
2016-09-09T23:56	../RESULT/10/2016-09-05/google/3/url_cat_diff.gz	2016-09-07 00:33	48 hours (2 days)	-
2016-09-10T23:55	../RESULT/10/2016-09-06/google/3/url_cat_diff.gz	2016-09-07 13:28	37 hours (1 days)	-
2016-09-11T23:35	../RESULT/10/2016-09-07/google/3/url_cat_diff.gz	2016-09-08 13:13	37 hours (1 days)	-
2016-09-12T23:56	../RESULT/10/2016-09-08/google/3/url_cat_diff.gz	2016-09-09 13:00	37 hours (1 days)	-
2016-09-13T22:26	../RESULT/10/2016-09-09/google/3/url_cat_diff.gz	2016-09-10 15:16	39 hours (1 days)	-
2016-09-14T23:57	../RESULT/10/2016-09-10/google/3/url_cat_diff.gz	2016-09-11 12:27	36 hours (1 days)	-
2016-09-15T23:56	../RESULT/10/2016-09-11/google/3/url_cat_diff.gz	2016-09-12 12:10	36 hours (1 days)	-
2016-09-16T23:55	../RESULT/10/2016-09-12/google/3/url_cat_diff.gz	2016-09-13 23:08	47 hours (1 days)	-
2016-09-17T23:55	../RESULT/10/2016-09-13/google/3/url_cat_diff.gz	2016-09-14 12:49	36 hours (1 days)	-
2016-09-18T23:56	../RESULT/10/2016-09-14/google/3/url_cat_diff.gz	2016-09-15 13:19	37 hours (1 days)	-
2016-09-19T23:55	../RESULT/10/2016-09-15/google/3/url_cat_diff.gz	2016-09-16 12:59	36 hours (1 days)	-
2016-09-20T23:57	../RESULT/10/2016-09-16/google/3/url_cat_diff.gz	2016-09-17 13:54	37 hours (1 days)	-
2016-09-21T23:56	../RESULT/10/2016-09-17/google/3/url_cat_diff.gz	2016-09-18 11:53	35 hours (1 days)	-
2016-09-22T23:56	../RESULT/10/2016-09-18/google/3/url_cat_diff.gz	2016-09-19 12:38	36 hours (1 days)	-
